objID,ra,dec,rings,catalog,z
1237667912750137490,208.751493164981,24.1682515934131,nan,moiseev,0
1237668288550076449,163.093657138032,18.1197562611088,merging,moiseev,0
1237668297670000723,191.797663358654,19.4643503085424,good,moiseev,0.029
1237668297682256064,220.952911580523,16.1582508650576,candidat,moiseev,0
1237668589725614140,191.062457804037,17.0136603414654,candidat,moiseev,0
1237674650465730728,180.431103873335,0.183121723172314,ring,moiseev,0
1237679438279999552,40.4874977649392,-6.79229297176172,good,moiseev,0.032
1237650795146117247,145.759712331706,-0.813885950144194,candidat,moiseev,
1237651190817161412,123.050321787575,44.6556992300382,ring,moiseev,
1237651250442993694,248.008523453328,43.1969410990434,nan,moiseev,
1237651272431108267,151.557939012618,63.2227544592485,nan,moiseev,
1237651538175197285,183.763960287276,67.0410501033019,nan,moiseev,
1237651715334013252,246.878069771006,49.1002215675664,irr,moiseev,
1237651737379143832,206.382413103753,2.98313154646337,nan,moiseev,
1237651737926893893,231.369114875235,2.77894708102856,nan,moiseev,
1237651754533978173,149.772973164936,2.63608461989486,good,moiseev,
1237652900212965510,4.06328050694889,-10.2447630266405,ring,moiseev,
1237652900752523443,10.2643292595943,-9.94112983749147,good,moiseev,
1237652901309382751,56.1089557281685,-5.70267756809957,nan,moiseev,
1237652942639792312,3.26280184941032,14.4099671252071,irr,moiseev,
1237652947992510628,8.65076802076032,-9.59353844615211,ring,moiseev,
1237653587942441273,117.087074616452,36.0761349282961,nan,moiseev,
1237653614257307843,135.458934118839,52.2062783428834,candidat,moiseev,
1237654391099425184,113.96034258878,32.5850846823255,ring,moiseev,
1237654398090346613,221.69045387189,58.5141284419339,nan,moiseev,
1237654400237502564,222.071936754324,60.3095316631214,nan,moiseev,
1237654606946762876,184.010200451828,6.07166806853148,nan,moiseev,
1237654609605099736,184.8506582289,64.631617882975,nan,moiseev,
1237654668666863759,161.445309715496,-1.20026045704166,candidat,moiseev,
1237655126622339081,190.128640508885,5.86962720552758,irr,moiseev,
1237655130911080809,245.510933494375,48.0272939323955,irr,moiseev,
1237655464319975452,239.179073969391,48.0480820978988,nan,moiseev,
1237655472900014664,257.074334603036,29.8944482671942,nan,moiseev,
1237655742410260642,229.454889014511,4.16258308924739,dust line,moiseev,
1237656242779062296,351.309188726266,15.2448329348809,irr,moiseev,
1237656243316457527,352.556870111924,15.7610232259149,dust line,moiseev,
1237656563292570128,267.738354920167,51.4219215135829,nan,moiseev,
1237657189836718190,12.0399901159174,-0.912268135845854,nan,moiseev,
1237657190369329307,2.29826407658192,-0.615203957770352,dust line,moiseev,
1237657401879953553,132.255027314966,41.199233876733,ring,moiseev,
1237657584950444172,40.7434567284033,-0.95256759076697,nan,moiseev,
1237657595152171182,127.857480906015,40.9562186961527,dust line,moiseev,
1237657595680522446,112.287776181054,26.401081864113,irr,moiseev,
1237657609102557752,113.036590058759,27.4614394943231,irr,moiseev,
1237657612337348713,169.104638455638,56.8380592850762,dust line,moiseev,
1237657613413712013,180.018645976993,58.6057666929697,dust line,moiseev,
1237657627898151159,125.755015081136,32.014863225518,good,moiseev,0.06420061
1237657878616211464,122.822952436336,29.5089375682082,nan,moiseev,
1237658191610773662,125.849909700283,30.8884174465484,good,moiseev,0.1617764
1237658206118740196,172.667539098817,50.6179497835613,ring,moiseev,
1237658298998521962,161.598533256714,6.61948789369692,candidat,moiseev,
1237658299534802987,160.290652472009,6.82005825515067,dust line,moiseev,
1237658300608676014,160.48191404317,7.75387190869227,good,moiseev,0.1598538
1237658493353525356,180.942617443356,10.4621345091811,candidat,moiseev,
1237658801497505815,170.911041595464,53.8421282345549,ring/dust line,moiseev,
1237658802577932454,197.17204072916,54.8496447364415,irr,moiseev,
1237658803110084729,178.183748076003,55.7315321949657,nan,moiseev,
1237658919071645842,204.413361171838,54.5902041988417,ring,moiseev,
1237659118799028304,247.086384589867,32.8107705903268,dust line,moiseev,
1237659162276725075,245.006677615814,37.588344725055,nan,moiseev,
1237659162811564278,241.310840465261,41.1884298920736,irr,moiseev,
1237659897784566134,264.680249039208,57.2392101675064,candidat,moiseev,
1237660613976457255,176.376056764076,9.72910480468963,strong,moiseev,0.02137987
1237660634386923675,163.600668234289,44.5005535496434,nan,moiseev,
1237660635996094613,158.646748571727,44.7730621193622,nan,moiseev,
1237660669281435754,156.00817662879,10.3210450946729,ring,moiseev,
1237660764297625877,123.529956381187,25.2467271868221,irr,moiseev,
1237660765912695090,132.133376313387,32.336789888034,candidat,moiseev,
1237661069252165796,159.011582005972,13.1743610669182,candidat,moiseev,
1237661085881794852,123.240948458314,22.4249941383813,nan,moiseev,
1237661125071274092,118.171703057296,19.7222848546768,nan,moiseev,
1237661151377817682,193.290653615195,49.8090430806199,good,moiseev,
1237661151382536325,209.357058891429,47.4521820558387,candidat,moiseev,
1237661357542473926,178.38982582042,47.3186732951038,good,moiseev,0.04732836
1237661387081449571,248.289958563469,34.9263114593134,ring,moiseev,
1237661387081908531,249.216654044596,34.2512023472728,candidat,moiseev,
1237661417673785586,206.211135506528,55.7182881022201,nan,moiseev,
1237661418213343309,216.182781077176,53.8640446184525,nan,moiseev,
1237661418744774733,195.306905417476,58.1122778018629,ring,moiseev,
1237661464913051815,236.779640140416,34.4266822259304,irr,moiseev,
1237661465456411238,250.460480821822,25.262406539479,dust line,moiseev,
1237661816560484577,193.074172464292,12.1084252539474,candidat,moiseev,
1237661849858670687,184.546511742141,44.158479222555,merging,moiseev,
1237661850949451916,233.345087732138,33.4925905124294,visual,moiseev,
1237661852020703346,227.808696108494,37.0437971255048,good,moiseev,0.0550383
1237661871882830022,231.193086220597,33.8072751627152,nan,moiseev,
1237661950803312829,212.693563720054,11.8583146835858,merging,moiseev,
1237661951336251553,203.680251481067,13.0341536488839,nan,moiseev,
1237662193984667763,169.923372537816,41.0278733558502,nan,moiseev,
1237662194531106866,199.061227130526,41.4944561470375,irr,moiseev,
1237662195598295134,178.90975017158,43.0458718314886,dust line,moiseev,
1237662225134649488,165.570444807313,38.3889400692961,ring,moiseev,
1237662226207277139,162.186395038624,38.7767213526838,candidat,moiseev,
1237662263245406380,220.329924908963,7.79299118475775,irr,moiseev,
1237662264859754827,229.089911112293,8.10130859033112,nan,moiseev,
1237662264864801058,240.540706349644,6.64762371147645,nan,moiseev,
1237662268604350663,212.827368929003,7.39799072897963,nan,moiseev,
1237662301899849896,220.385192241709,46.6762742569595,nan,moiseev,
1237662305117143073,218.165993620832,36.3022321754308,dust line,moiseev,
1237662500004888857,236.851322083456,38.930657738832,candidat,moiseev,
1237662503219560603,237.861105888014,35.1794068114155,nan,moiseev,
1237662640124526971,248.448025678133,22.8098905141583,nan,moiseev,
1237662641731993781,243.141916654867,28.3189580432237,dust line,moiseev,
1237662663216660788,239.309166654028,26.4817328094486,nan,moiseev,
1237662663755628846,244.000665762456,24.3515764845787,nan,moiseev,
1237663457241203266,320.913140867481,-0.376437208885328,nan,moiseev,
1237663542065037867,313.472746654127,-0.968165546896682,ring,moiseev,
1237663548513779955,124.981006302059,55.1322539819859,irr,moiseev,
1237663783665795195,12.0507748069065,-0.215450098424207,nan,moiseev,
1237663784195195105,354.990016147081,0.135190139471632,nan,moiseev,
1237663784743207095,20.3721660322259,0.624649613485941,nan,moiseev,
1237663917338919229,117.673437528718,50.9611287926361,candidat,moiseev,
1237664092365324315,136.984339195898,28.4426871852775,nan,moiseev,
1237664286704075165,122.088745294107,7.2868391776976,ring,moiseev,
1237664289399636014,203.905682294251,13.3256956051185,dust line,moiseev,
1237664290465251349,184.877387351833,14.877663744305,nan,moiseev,
1237664670043799669,149.379387551806,35.5563500296633,nan,moiseev,
1237664819822657700,178.032905815495,38.0326667489767,nan,moiseev,
1237664819827638326,192.58622629285,37.9489431656317,good,moiseev,0.03516813
1237664852564049932,197.881071030152,36.281755365125,dust line,moiseev,
1237664870820806770,134.018308324049,34.7096907203592,irr,moiseev,
1237664880488415332,145.800074604917,31.9287088727079,dust line,moiseev, 
1237665023828033730,175.943541700868,33.7046371670161,irr,moiseev,
1237665024913047639,206.796162485351,32.8855965724591,nan,moiseev,
1237665101678182585,224.29465159913,27.941831183331,nan,moiseev,
1237665101679165692,226.663001152907,27.0067300088172,candidat,moiseev,0.05846301
1237665126944014463,213.69270911833,30.4216153524273,nan,moiseev,
1237665127479574663,210.363420874781,31.6463921068331,nan,moiseev,
1237665127996850247,157.243999439485,31.5617342465908,good,moiseev,0.08118237
1237665127998226511,160.881256633576,32.2514180536393,irr,moiseev,
1237665129097068685,227.972317032554,27.7296469237208,nan,moiseev,
1237665129625878709,207.74608782623,33.7209366298902,nan,moiseev,
1237665178448232607,216.266104729416,27.4862215750356,irr,moiseev,
1237665225694576692,184.297983459145,31.5104815433362,good,moiseev,0.04971062
1237665228376899651,178.679504666352,33.536766524721,nan,moiseev,
1237665330932940954,203.444860105143,31.58320801889,nan,moiseev,
1237665440978829339,194.616023247069,28.9741297107337,nan,moiseev,
1237665440979747035,197.062166347253,28.735403698788,nan,moiseev,
1237665440983351413,206.275478808929,27.5039708081116,candidat,moiseev,
1237665532245246099,205.321148115985,26.2720476610026,ring/dust line,moiseev,
1237665532788211897,220.386934838184,23.7153348348904,candidat,moiseev,
1237665533322657802,214.606649630629,25.5018796979785,irr,moiseev,
1237665533333471631,240.057603711638,17.848346814834,irr,moiseev,
1237665536006947111,244.849675661331,17.6454368092575,dust line,moiseev,
1237665548887654430,209.923738263921,25.0127708448952,good,moiseev,0.03122735
1237665549968867481,228.009388615242,21.2981660578887,dust line,moiseev,
1237665566622351761,249.489480484107,11.6023472521355,nan,moiseev,
1237665567146049789,219.9525684529,21.772307946559,dust line,moiseev,
1237665569826210018,239.624092129795,57.0976389834784,candidat,moiseev,
1237665569830141983,248.442820505519,49.8356436853833,candidat,moiseev,0.026
1237665582713799005,244.545889358242,56.7358331286033,visual,moiseev,
1237665583792980076,255.786646904986,46.3736481607627,good,moiseev,0.023
1237665583795732606,259.433862379635,40.6977864605942,good,moiseev,0.034
1237665584857022614,234.689773569895,65.4606417730713,good,moiseev,0.07
1237665584857743659,237.474459618629,64.2343510456745,candidat,moiseev,
1237666302167613608,53.5253282067711,1.09444733524844,dust line,moiseev,
1237666407900381189,348.133786992464,-0.110259532555022,nan,moiseev,
1237667143394132255,118.357780904389,15.1157929794434,ring,moiseev,
1237667209982378067,158.92511193987,26.1257994807437,ring/irr,moiseev,
1237667253454242210,125.15911189414,15.6166002415444,good,moiseev,0.04243945
1237667253991637238,126.007611622605,16.4439420539365,ring,moiseev,
1237667254533554264,137.072772567592,21.4433428085984,dust line,moiseev,
1237667254548430911,173.781301092288,29.8910343929889,ring/irr,moiseev,
1237667292654731283,144.144273287994,21.2327199572115,nan,moiseev,
1237667323260698733,194.577616216501,27.3108222063476,candidat,moiseev,
1237667430630228069,139.566535602369,20.3681344899949,nan,moiseev,
1237667444051148967,201.388408331979,27.3796339517046,nan,moiseev,
1237667551420809359,169.651461449706,24.8678137373187,dust line,moiseev,
1237667735041474587,174.474096577022,21.9810624129585,dust line,moiseev,
1237667735041474588,174.478831213,21.985508453,strong,our,0.0299518
1237667735061332142,222.859595470534,18.0273735023664,merging,moiseev,
1237667781780898048,232.519294700127,14.9654952348726,nan,moiseev,
1237667782274908512,130.502128819623,13.2082476116764,nan,moiseev,
1237668272976560248,212.92740982122,18.6677356840271,irr,moiseev,
1237668272980820203,222.95070350961,16.7910258006724,ring,moiseev,
1237668289081376896,149.799377546107,16.4782081051765,nan,moiseev,
1237668298756915433,223.318531338438,16.5458666291734,nan,moiseev,
1237668310551363812,230.071688671141,14.0754175049118,nan,moiseev,
1237668330961830101,237.478358522924,9.82865650646375,nan,moiseev,
1237668333100728559,218.129869413308,15.4954915970872,nan,moiseev,
1237668333110952308,241.533181434956,10.5683317102357,ring,moiseev,
1237668349755719926,236.175623419224,11.3666489925481,irr,moiseev,
1237668494708965469,177.900174229933,16.6642857006561,ring/irr,moiseev,
1237668679392690316,293.363426810621,35.8249737054545,dust line,moiseev,
1237671129664913484,178.117896716833,5.01241480435135,good,moiseev,0.07728724
1237671260669935710,152.17841369271,14.3672667312793,candidat,moiseev,
1237671266030714942,191.110530319669,-6.53088345419619,dust line,moiseev,
1237671763178029078,192.315797958937,4.65682379622158,irr,moiseev,
1237671767463428289,234.26257186173,59.116238583407,ring,moiseev,
1237671936042205635,256.027994950609,38.8826632555078,irr,moiseev,
1237674371288596970,118.91512714095,18.5908978769815,irr,moiseev,
1237674474365452467,173.81113042793,59.8193006757533,nan,moiseev,
1237678433254834393,8.04083618291172,1.14348663135163,merging,moiseev,
1237678581442019331,6.67296201347006,25.8504720222225,nan,moiseev,
1237678596470014049,337.488683770988,1.59722304719314,dust line,moiseev,
1237678881002422681,318.385940587649,-1.37986794283859,dust line,moiseev,
1237679078032212029,314.148817172124,-3.37319597176229,dust line,moiseev,
1237679434526359707,18.1255746490042,-2.84781243908248,dust line,moiseev,
1237680297269592346,332.09042376318,18.4542023001433,ring/irr line,moiseev,
1237680331646566475,16.7506184973693,28.7594010021061,good,moiseev,
1237648721225187604,167.370837960854,-0.0022657561949742,irr,moiseev,2.394389
1237648721246945502,217.068659270895,0.0023141391033291,nan,moiseev,
1237648721252319466,229.357748874927,-0.134854805989713,irr,moiseev,
1237651192424169737,115.478266202159,38.4982514597388,irr,moiseev,
1237651274042048716,151.490384718738,64.6818664780997,irr,moiseev,
1237651736837029978,194.435853560337,2.69196066748562,irr,moiseev,
1237656495114223798,1.33590532902406,14.5697578666731,candidat,moiseev,
1237657628457304099,191.734592851615,51.6120940087666,irr,moiseev,
1237657771786960903,161.341796720241,55.9611204977951,irr,moiseev,
1237658205578002470,159.86200054482,47.9471136748092,irr,moiseev,
1237659131134607550,215.184112208049,50.011148204155,irr,moiseev,
1237661464917114971,245.367687215272,28.640192974337,irr,moiseev,
1237662528991199262,211.228082588221,12.7046873783854,irr,moiseev,
1237662528991199265,211.223829728556,12.7216907402539,irr,moiseev,
1237665024909639803,197.524327548635,34.1811030501461,irr,moiseev,
1237665329846550618,169.337642967219,31.2468176982858,irr,moiseev,
1237667549803905263,154.377088912872,21.3505149368676,irr,moiseev,
1237673807043690657,120.099705982949,17.5241618465545,irr,moiseev,
1237649962461298718,63.99152147,-5.282214528,good,reshetnikov,0.045
1237653651309002968,25.75979167,13.64568056,strong,reshetnikov,0.002856168
1237657118404903342,118.1430247,29.34713968,strong,reshetnikov,0.06006645
1237657879149413085,115.7870125,24.03515278,strong,reshetnikov,0.08790793
1237661066022355139,138.9941811,9.582021636,strong,reshetnikov,0.04501091
1237679438273183783,24.73014035,-7.7654349,strong,reshetnikov,0.035
1237679502173012124,3.851367157,18.77357876,strong,reshetnikov,0.048
1237679504329080935,24.77483969,19.43331593,candidat,reshetnikov,
1237680247340007885,332.862206,17.89678,strong,reshetnikov,0.02050528
1237656496175120478,331.0809166,12.96838478,dust line,reshetnikov,
1237658424612028985,124.417004,4.497868,candidat,reshetnikov,
1237659162277249455,246.14168,36.67098007,candidat,reshetnikov,
1237661358077050917,170.7555179,47.05243911,dust line,reshetnikov,
1237661388677709923,211.1467159,55.92691438,nan,reshetnikov,
1237661816564613296,202.6670208,11.5948237,nan,reshetnikov,
1237662199368384632,252.738623,4.825416,candidat,reshetnikov,
1237663529725788240,133.8945949,58.73441015,ring/dust line,reshetnikov,
1237663787417468938,117.87925,50.03799167,candidat,reshetnikov,
1237664835394601204,138.8447819,27.28664995,nan,reshetnikov,
1237666209264829255,311.1051444,2.389491045,nan,reshetnikov,
1237666246302236732,356.0304543,25.61601557,candidat,reshetnikov,
1237668336861512146,242.766431,14.01213302,good,reshetnikov,
1237668572015166725,269.2478831,4.028731702,candidat,reshetnikov,
1237669518514258046,356.9847767,8.030976256,candidat,reshetnikov,
1237669761713374436,313.0561828,3.823409554,nan,reshetnikov,
1237669763336765592,342.1489826,7.406916024,nan,reshetnikov,
1237671129122472071,172.2101,-6.270677778,strong,reshetnikov,0.071
1237671763169116283,191.3059708,-15.68377222,ring,reshetnikov,
1237671930671726696,162.991177,8.856134,nan,reshetnikov,
1237671957523136723,209.3002625,-7.075775,good,reshetnikov,0.027
1237678617967657108,29.62032451,1.597239751,candidat,reshetnikov,
1237678877781787568,318.1875592,9.493881272,nan,reshetnikov,
1237678919136182309,12.30941451,12.14947252,nan,reshetnikov,
1237680240920952898,17.07021966,-8.388201224,good,reshetnikov,
1237680314989740241,30.81908951,29.64182859,candidat,reshetnikov,
1237653651309002968,25.7600214235557,13.6451770414269,strong,whitmore,0.002856168
1237662306192523301,222.810040319719,35.5422666875851,strong,whitmore,0.004258812
1237662500001743084,228.984613442069,43.1667851663394,strong,whitmore,0.01798042
1237665128549384425,200.147526214955,34.1393762274834,merging,whitmore,
1237665533328752881,229.310024501061,21.5855134172061,ring,whitmore,
1237665535468109863,240.370666276352,19.3598837308803,ring,whitmore,
1237667444582449193,186.924408329591,28.6980837971343,strong,whitmore,0.02340717
1237679004485353634,349.55185467186,4.18515063386667,visual,whitmore,
1237679438273183783,24.7301548355821,-7.76545881352711,strong,whitmore,0.035
1237680262383337528,345.395353589277,-7.97520484589573,visual,whitmore,
1237651272966275163,143.964996127284,61.3531474366651,merging,whitmore,
1237651540317241480,152.837777255502,65.2769646170801,irr,whitmore,
1237651697082237017,195.092325807126,-22.6947338242958,nan,whitmore,
1237651735761715213,190.833920030179,1.97827768933583,nan,whitmore,
1237655558258360440,253.245383826861,2.40086484356054,merging,whitmore,
1237656970767630425,18.6610240628357,-1.02064058443823,dust line,whitmore,
1237657402419773500,139.212748508471,45.7007052392293,irr,whitmore,
1237657630060118041,162.931799522518,51.0221610167858,merging,whitmore,
1237657858218786839,173.145191561767,53.0679057817956,ring/dust line,whitmore,
1237658802573475866,179.483879951061,55.4536193884354,nan,whitmore,
1237661849863585864,200.125410245998,43.0839366041668,nan,whitmore,
1237661851992784978,144.302712332004,38.0923813803932,nan,whitmore,
1237661951318556677,162.070500320794,12.6293898390533,nan,whitmore,
1237661975474012252,186.228791466751,7.4447805684424,dust line,whitmore,
1237662335719309348,241.667426058855,30.0990690895693,ring/dust line,whitmore,
1237662663206371362,214.260507399641,36.5715910122404,merging,whitmore,
1237662663206371370,214.26627007431,36.5730250745375,merging,whitmore,
1237663529725788240,133.894596167323,58.7344022315654,ring/dust line,whitmore,
1237664290465251349,184.877387351833,14.877663744305,nan,whitmore,
1237664835927670963,130.094603996921,23.5396440309962,nan,whitmore,
1237664836462182621,124.908060789343,21.1144024191525,ring/dust line,whitmore,
1237665227841863716,183.771031669545,33.197309851583,nan,whitmore,
1237665228379193489,185.065468489216,33.6608089563345,good,whitmore,0.02158868
1237666407923318886,40.6696663003181,-0.0132199039523363,ring,whitmore,
1237667208364687411,125.08292226824,66.9819811709738,nan,whitmore,
1237667210528686126,183.112035002589,29.1492758357744,nan,whitmore,
1237667254007300167,162.81753551393,27.975101957158,nan,whitmore,
1237667292646605055,125.966816958143,14.7521061319301,irr,whitmore,
1237667735578607673,175.184342616192,22.4293386829888,irr,whitmore,
1237667735578607717,175.18497767708,22.4388575883753,nan,whitmore,
1237668623546450020,178.05225220557,16.8516259799357,dust line,whitmore,
1237671685323489310,156.042391510992,78.6287612403866,ring,whitmore,
1237671686398345269,166.057809937655,76.9828313998016,star,whitmore,
1237672764443918530,350.125588899487,17.2255515575929,dust line,whitmore,
1237672795042283561,10.7200501852486,-23.5409684272849,merging,whitmore,
1237678600762294284,345.503999337134,15.9648459098589,nan,whitmore,
1237678806383460363,20.9494758337717,33.0552940401219,nan,whitmore,
1237679456529743992,345.747203279452,16.6052278846851,ring/irr,whitmore,
1237679477472297143,4.96895085926496,22.4777947206335,nan,whitmore,
1237680069636128968,14.025073798192,24.1269131392719,nan,whitmore,
1237657219874881638,159.691058891145,53.503373643738,ring/irr,whitmore,
1237657590318759958,167.012560776864,53.6160130090978,ring/irr,whitmore,
1237657608571125897,122.733826958679,36.8293337396045,merging,whitmore,
